
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a human,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Chest ornament/Pectoral,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a human,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration with human design,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Sandals,probably Highland Kichua (attributed)  ,"Braided, sewn",Clothing/Garments: Footwear,Quito; Quito Canton; Pichincha Province; Ecuador,"Collection history unknown; formerly in the collection of Edward Whymper (1840-1911, a British explorer and mountaineer); purchased circa 1912 by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London); purchased by MAI from William Ockleford Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Rope,probably Highland Kichua (attributed)  ,Braided,Tools and Equipment (General),Quito; Quito Canton; Pichincha Province; Ecuador,"Collection history unknown; formerly in the collection of Edward Whymper (1840-1911, a British explorer and mountaineer); purchased circa 1912 by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London); purchased by MAI from William Ockleford Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Spangle/Clothing decoration,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a bird,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Chest ornament/Pectoral,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Rope,probably Highland Kichua (attributed)  ,Braided,Tools and Equipment (General),Quito; Quito Canton; Pichincha Province; Ecuador,"Collection history unknown; formerly in the collection of Edward Whymper (1840-1911, a British explorer and mountaineer); purchased circa 1912 by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London); purchased by MAI from William Ockleford Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Rope,probably Highland Kichua (attributed)  ,Braided,Tools and Equipment (General),Quito; Quito Canton; Pichincha Province; Ecuador,"Collection history unknown; formerly in the collection of Edward Whymper (1840-1911, a British explorer and mountaineer); purchased circa 1912 by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London); purchased by MAI from William Ockleford Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
Spangle/Clothing decoration representing a bone,possibly Tiwanaku (Tiahuanaco) (archaeological culture) (attributed)  ,"Hammered, repoussé",Adornment/Jewelry,Río Lípez; Sud Lípez Province; Potosí Department; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1928 using funds donated by MAI trustee James B. Ford (1844-1928)."
title,culture/people,media/materials,object type,place,collection history
Sling/Strap,probably Yámana (Yagán/Yahgan) (attributed)  ,Tied,Transportation Items,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collected by Commander Thomas Graves (1802-1856, of the British Royal Navy) in 1829 or 1830; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Harpoon head,Yámana (Yagán/Yahgan)  ,Carved,Hunting/Fishing/Warfare,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Harpoon head,Yámana (Yagán/Yahgan)  ,Barbed,Hunting/Fishing/Warfare,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London circa 1910; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Harpoon head,Yámana (Yagán/Yahgan)  ,"Barbed, notched",Hunting/Fishing/Warfare,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London circa 1910; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Canoe model and paddle/paddles,Yámana (Yagán/Yahgan)  ,Carved,Watercraft and accessories,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Harpoon head,Yámana (Yagán/Yahgan)  ,Barbed,Hunting/Fishing/Warfare,"Isla Grande de Tierra del Fuego; Tierra del Fuego Province, Magallanes y Antártica Chilena Region XII; Argentina, Chile","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1906 possibly from S. Fenton; purchased by MAI from W.O. Oldman in 1919 using funds donated by MAI trustee Harmon W. Hendricks (1846-1928)."
Shaman's crystal/crystals (Image withheld),Mapuche  ,Unmodified,Ceremonial/Ritual items: Shamanic objects,Chile,"Collection history unknown; formerly in the collection of the Museo Nacional de Historia Natural (Santiago, Chile); acquired by MAI in 1930 through an exchange with the Museo National that was negotiated by Samuel K. Lothrop (1892-1965, MAI staff member) during the MAI's Thea Heye-Lothrop Expedition to Chile."
